App_Title,Rating,User_Rating,Update,Size,Installs,Version,Required Android,Category
Netspend Small Business,4.1,313,10/24/2019,17000000,50000,5.5.0,4.4 and up,Finance
WhatsApp Business,4.3,1748204,3/25/2020,28000000,100000000,2.20.35,4.0.3 and up,Communication
Google My Business - Connect with your Customers,4.5,179230,3/23/2020,6800000,10000000,3.20.0.300679420,5.0 and up,Business
Business Inc. 3D: Realistic Startup Simulator Game,4.5,99795,5/14/2019,74000000,1000000,2.2.0,3.0 and up,Strategy
Business Startup - Entrepreneur Mindset,4.5,143,01-01-2020,1000000,100000,Varies with device,Varies with device,Business
Business Card Maker & Creator,4.6,22293,1/18/2020,26000000,1000000,2.3.4,4.1 and up,Business
Udemy for Business,4.3,3156,2/27/2020,9700000,100000,4.11.0,5.0 and up,Business
"Business Calendar 2・Agenda, Planner & Organizer",4.6,165103,2/13/2020,18000000,5000000,2.37.9,4.4 and up,Productivity
Yelp for Business,3.6,3619,3/26/2020,9600000,500000,20.12.0-21201216,5.0 and up,Business
Business Calendar,4.6,49251,2/19/2020,1000000,5000000,Varies with device,Varies with device,Productivity
Business English App by BEP,4.8,2687,1/31/2017,5000000,100000,1.1.3,4.1 and up,Education
Mailchimp: Marketing & CRM to Grow Your Business,4.7,9724,3/19/2020,17000000,1000000,5.22.0,5.0 and up,Business
Shopify: Ecommerce Business,4.4,9752,3/25/2020,14000000,1000000,8.55.0,5.0 and up,Business
Business Diary Sales Notes Register & Day Planner,4.7,1799,1/21/2020,5300000,100000,1.4,4.3 and up,Business
Write A Business Plan & Business Start Tutorials,4.8,28,12/30/2019,2100000,5000,1.0.3,4.0 and up,Business
Amway™ Business Center,4.3,939,02-04-2020,1000000,100000,1.4.6,5.0 and up,Business
Business Card Maker,4.6,13444,3/13/2020,27000000,500000,1.6,4.2 and up,Business
Microsoft Dynamics 365 Business Central,3.7,86,01-10-2020,22000000,10000,2.8.12162,5.0 and up,Business
Business Tycoon - Company Management Game,4.5,3431,3/14/2020,23000000,50000,3.2,4.1 and up,Strategy
Online Business Ideas,4.9,143,3/16/2020,5400000,10000,1.2.3,5.0 and up,Tools
ComicScreen - ComicViewer,4.7,40735,03-04-2020,18000000,1000000,2136,4.1 and up,Comics
Astonishing Comic Reader,4.5,22669,5/17/2019,1000000,500000,Varies with device,Varies with device,Comics
Lezhin Comics - Daily Releases,3.5,35803,3/18/2020,1000000,5000000,Varies with device,Varies with device,Comics
WEBTOON,4.5,1341929,3/24/2020,1000000,50000000,Varies with device,Varies with device,Comics
Shonen Jump Manga & Comics,4.1,2903,09-05-2019,4400000,100000,4.0.14,6.0 and up,Comics
"MangaToon-Good comics, Great stories",4.6,311096,3/14/2020,1000000,10000000,1.7.4,4.2 and up,Comics
2000 AD Comics and Judge Dredd,3.4,851,1/16/2020,23000000,50000,4.8.4,5.0 and up,Comics
Tinkle,3.7,168,8/27/2019,36000000,50000,1.0.1,4.4 and up,Comics
Comic World,3.4,1860,06-10-2019,5500000,100000,1.0.1,4.4 and up,Comics
Comic Cat,2.4,335,03-10-2020,16000000,100000,1.1.1,4.1 and up,Comics
Tapas – Comics and Novels,4.3,54162,3/26/2020,12000000,1000000,5.0.10,5.0 and up,Comics
Daily Manga - Comic & Webtoon,1.7,4788,5/18/2018,7100000,500000,1,4.0.3 and up,Comics
Madefire Comics & Motion Books,4.2,2934,01-09-2020,14000000,100000,1.8.0,5.0 and up,Comics
CLZ Comics - Comic Database,4.6,7476,3/23/2020,7300000,100000,5.4.3,4.0.3 and up,Comics
Archie Comics,4.3,5740,03-05-2020,14000000,500000,2.2.1,5.0 and up,Comics
Love comics — Read free manga online,3.5,64,5/17/2019,4700000,10000,2.003,4.1 and up,Comics
comics and cartoon maker,4.4,41999,3/14/2020,14000000,5000000,1.33,4.4 and up,Photography
VIZ Manga – Direct from Japan,3.4,2428,09-05-2019,4000000,100000,4.0.14,6.0 and up,Comics
comico 免費全彩漫畫,2.6,126581,3/15/2020,16000000,1000000,2.4.2,4.1 and up,Comics
네이버 웹툰 - Naver Webtoon,4,185645,03-11-2020,1000000,10000000,Varies with device,Varies with device,Comics
Marvel Unlimited,4.5,29081,2/21/2020,1000000,1000000,Varies with device,5.0 and up,Comics
Webnovel,3.8,195531,3/26/2020,23000000,10000000,4.3.7,5.0 and up,Books & Reference
ToryComics – Daily Update / Waiting for Free,3.8,16098,3/19/2020,25000000,1000000,1.7.6,4.0.3 and up,Comics
Comics,3.8,54604,3/26/2020,1000000,5000000,Varies with device,Varies with device,Comics
"Toomics - Read Comics, Webtoons, Manga for Free",3.5,5787,3/25/2020,14000000,1000000,1.2.7,4.1 and up,Comics
WeComics,4.4,19206,3/26/2020,9000000,1000000,1.2.4.3,4.4 and up,Comics
TapRead - Novels & Comics,4.6,1769,3/18/2020,11000000,100000,1.7.0.006,4.1 and up,Books & Reference
Challenger Comics Viewer,4.3,20838,07-11-2017,1000000,1000000,Varies with device,3.0 and up,Comics
Ur Manga  - Comic and Novels,4.3,4532,3/26/2020,24000000,1000000,3.6.2,4.1 and up,Comics
Manga Net - Free Manga Reader,3.8,793,12/20/2019,3000000,50000,2.8,4.1 and up,Comics
Tappytoon Comics & Webtoons,3.4,12931,3/19/2020,21000000,1000000,2.5.0,4.1 and up,Comics
Marvel Comics,4,53074,3/25/2020,7000000,5000000,3.10.13.310391,4.4 and up,Comics
IDW Comics,4.1,466,1/20/2020,14000000,10000,1.2.0,5.0 and up,Comics
Comic Strip! - Cartoon & Comic Maker,3.3,4227,1/15/2020,10000000,500000,1.6.19,4.0 and up,Photography
Perfect Viewer,4.2,54575,3/27/2020,1000000,5000000,4.5.0.1,2.3 and up,Comics
MangaZ - English Comic Reader Free,4.1,115,12/16/2019,9400000,5000,1.3,4.1 and up,Comics
WebComics,4.6,161093,3/20/2020,13000000,5000000,1.7.45,4.1 and up,Comics
DC Comics,4.4,27099,3/26/2020,1000000,1000000,Varies with device,Varies with device,Comics
Manga Geek - Free Manga Reader App,4.5,29635,12-06-2019,8900000,1000000,1.2.0.9,4.1 and up,Comics
English Communication Skill Development Course,4.5,14,10-12-2019,7400000,1000,2,4.1 and up,Education
Kik,4.1,2484940,3/18/2020,1000000,100000000,15.21.0.22201,4.1 and up,Communication
Hangouts,4.1,4435695,3/18/2020,1000000,1000000000,Varies with device,Varies with device,Communication
Zoho Cliq - Team Communication & Collaboration App,4.5,3112,3/26/2020,15000000,100000,4.29,5.0 and up,Communication
Mei: SMS Texting + AI,4.4,15379,1/31/2020,32000000,500000,3.6.1-Prod,4.4 and up,Communication
Satellite Communication,4.4,36,10-08-2019,11000000,10000,1.4,4.4 and up,Education
Skype - free IM & video calls,4.3,10995392,3/19/2020,1000000,1000000000,Varies with device,Varies with device,Communication
CommBoards Lite - AAC Speech Assistant,4.1,303,2/21/2020,18000000,10000,1.12,5.0 and up,Education
Learn Japanese Communication,4.6,14886,10-01-2018,19000000,500000,1.24,4.0.3 and up,Education
Pronto - Team Communication & Messaging App,3.6,33,3/28/2020,19000000,10000,1.1.243,4.4 and up,Communication
GroupMe,4.5,442579,3/27/2020,13000000,10000000,5.46.3,4.4 and up,Communication
Walkie-talkie - COMMUNICATION,3.9,4241,3/22/2020,10000000,1000000,1.1.6,4.1 and up,Social
Signal Private Messenger,4.5,432363,3/19/2020,1000000,10000000,4.57.2,4.4 and up,Communication
Remind: School Communication,4.6,180751,3/27/2020,35000000,10000000,10.13.1.44706,4.4 and up,Education
Speak English communication,4.5,8634,11/24/2019,4800000,1000000,1.3.4,4.0 and up,Education
BAND - App for all groups,4.5,371181,3/24/2020,1000000,50000000,Varies with device,Varies with device,Social
SymboTalk - AAC Talker,4.4,46,10/16/2019,8100000,10000,1.1.5,4.4 and up,Medical
Learn Korean Communication,4.6,17776,05-03-2019,14000000,1000000,1.9,4.0 and up,Education
Walkietooth,4.2,1994,10/31/2019,4300000,100000,1.6.3,4.4 and up,Communication
LINE: Free Calls & Messages,4.1,12021423,3/18/2020,1000000,500000000,Varies with device,Varies with device,Communication
"Blendr - Chat, Flirt & Meet",3.9,35302,3/26/2020,27000000,1000000,5.162.3,5.0 and up,Dating
Adult Singles & Casual Dating App - Wild,4.3,7166,03-03-2020,19000000,500000,2.2.2,5.0 and up,Dating
Iris: Dating App with Artificial Intelligence,4.7,647,3/21/2020,14000000,10000,1.0.1578,5.0 and up,Dating
"Bumble - Dating, Friends & Business",3.6,164776,3/27/2020,22000000,10000000,5.162.0,5.0 and up,Lifestyle
Christian Dating For Free App - CDFF,4.1,18210,3/24/2020,9800000,1000000,19.2,4.1 and up,Dating
"Match Dating: Chat, Date & Meet Someone New",3.5,95564,3/26/2020,17000000,10000000,20.04.00,6.0 and up,Dating
"Local Hookup: Meet, Chat, Date & Flirt",4.5,6433,3/19/2020,27000000,100000,1.5.2,4.4 and up,Dating
Dating.com: meet new people,3,38222,2/20/2020,25000000,5000000,3.17.0,5.0 and up,Social
ONE Night - Hook Up Dating App,2.8,525,3/21/2020,11000000,100000,2.01,4.1 and up,Dating
eharmony - Online Dating App,2.5,37210,03-02-2020,23000000,5000000,8.5.0,5.0 and up,Dating
Mingle2 - Free Online Dating & Singles Chat Rooms,4.4,122127,03-03-2020,22000000,5000000,5.3B,4.1 and up,Dating
"Hily Dating App: Chat, Match & Date Local Singles",4.2,65148,03-07-2020,30000000,5000000,3.0.1.1,5.0 and up,Dating
"DOWN Dating: Match, Chat, Date",3.9,69611,03-07-2020,1000000,1000000,Varies with device,Varies with device,Lifestyle
Casualx: Casual Hook Up Dating & Local NSA Hookup,4.5,11808,11-04-2018,27000000,1000000,2.0.2,4.1 and up,Dating
Dating for serious relationships,4.2,6804,3/25/2020,19000000,1000000,1.0.120,5.0 and up,Dating
Singles - Free Romance Meetup Dating App Near Me,4,1645,3/17/2020,16000000,500000,1.0.79,6.0 and up,Lifestyle
Chispa - Look. Match. Chat.,4.3,27640,3/18/2020,46000000,1000000,2.0.1,5.0 and up,Dating
Moco: Chat & Meet New People,4.1,331285,3/23/2020,10000000,10000000,2.6.206,4.4 and up,Social
Threesome Dating App for Couples & Swingers: 3rder,4.7,11915,02-07-2020,18000000,500000,3.5.0,4.2 and up,Dating
OkCupid - Best Online Dating App for Great Dates,3.9,373554,3/25/2020,24000000,10000000,39.2.1,5.0 and up,Dating
Clover Dating App,3.9,35910,3/25/2020,33000000,1000000,2.9.1,4.4 and up,Dating
Plenty of Fish Free Dating App,3.8,1472182,3/28/2020,1000000,50000000,Varies with device,Varies with device,Social
"Meet4U - Chat, Love, Singles!",4.2,55559,3/19/2020,8900000,5000000,1.33.5,4.0.3 and up,Dating
"Zoosk: Date, Connect & Find Your Best Match",3.7,580574,3/25/2020,1000000,10000000,Varies with device,Varies with device,Dating
Hot or Not - Find someone right now,4.1,333733,3/27/2020,27000000,10000000,5.162.3,5.0 and up,Dating
"FastMeet: Chat, Dating, Love",4.2,37459,3/26/2020,8500000,1000000,1.33.6,4.0.3 and up,Dating
Coffee Meets Bagel Free Dating App,4,75348,3/17/2020,9000000,1000000,5.31.0.3813,5.0 and up,Dating
"KinkLife: Kinky, BDSM Dating & Fetish Lifestyle",3.9,1049,01-09-2020,13000000,50000,2.3.1,4.2 and up,Social
"KinkD: Fetish, BDSM Dating & Kinky Fet Lifestyle",4.4,6575,01-11-2020,28000000,100000,2.0.6,5.0 and up,Dating
Joyride – Open-Minded Dating & Passionate Singles,4.2,179886,3/27/2020,15000000,10000000,6.18.0,5.0 and up,Dating
"matchMe - Free Dating App, Adult Meet flirt hookup",4.9,1597,1/24/2020,13000000,100000,1.7,6.0 and up,Dating
3Fun - Curious Couples & Singles Dating App,4.5,18023,03-09-2020,24000000,500000,2.3.7,5.0 and up,Dating
happn – Local dating app,4.2,1468865,3/23/2020,15000000,50000000,24.31.0,5.0 and up,Lifestyle
"Curvy Singles Dating - Meet online, Chat & Date",4.5,28529,3/19/2020,34000000,1000000,5.0.3,5.0 and up,Dating
Curvy: BBW Dating Singles Chat & Date Hookup,4.2,4976,10/30/2019,30000000,500000,2.3.0,4.2 and up,Social
420 Singles,2.6,3266,03-12-2020,6600000,100000,4.4.1,5.0 and up,Dating
Free Dating App & Flirt Chat - Match with Singles,4.3,320835,3/20/2020,5000000,10000000,1.1291,4.4 and up,Dating
Hinge - Dating & Relationships,4.1,104483,3/28/2020,16000000,1000000,7.10.1,5.0 and up,Dating
Crush - Relationship Dating App for Singles,4.4,2871,3/24/2020,1000000,100000,Varies with device,5.0 and up,Lifestyle
JAUMO Dating – Flirt With Local Singles,4.4,1139439,3/27/2020,15000000,10000000,6.18.0,5.0 and up,Social
InDating - new dating,4.3,14790,12/17/2019,10000000,1000000,2.2.1,4.0.3 and up,Dating
"Cherish – Chat, Meet and Date",4.1,1063,3/14/2020,38000000,100000,2.11.1,5.0 and up,Dating
MeetEZ - Chat and find your love,4.1,10494,3/19/2020,7600000,1000000,1.33.10,4.0.3 and up,Dating
Hud™ - The #1 Casual Dating App,2.9,1248,3/23/2020,22000000,100000,5.9.9,4.4 and up,Lifestyle
YouTube VR,3.3,3407,03-05-2020,21000000,5000000,1.24.50,7.0 and up,Entertainment
Day and night clock,4.4,4230,3/26/2020,4100000,500000,2.9.2,4.0.3 and up,Personalization
Cardboard,4,141597,2/19/2019,48000000,10000000,1.9,4.4 and up,Libraries & Demo
Battery Screen Saver - Customizable Daydream,3.9,377,10/31/2019,2200000,100000,1.4.3.4,4.2 and up,Personalization
Daydream Keyboard,3.9,1826,09-10-2019,46000000,10000000,1.23.190812016,7.0 and up,Tools
Google VR Services,3.7,26236,09-10-2019,1000000,100000000,1.23.265693388,4.4 and up,Tools
Weather Night Dock Free,4.4,7753,3/16/2020,3100000,1000000,1.18.21,4.0.3 and up,Personalization
"VeeR VR - Oculus Go, Rift, HTC Viveport, Gear",3.8,24379,10/21/2019,97000000,5000000,2.5.3,5.0 and up,Entertainment
Fulldive VR - Virtual Reality,4.2,70620,03-10-2020,1000000,5000000,Varies with device,Varies with device,Entertainment
Google Spotlight Stories,4.5,31406,11/13/2018,1000000,1000000,v1.5.0p2,4.4 and up,Entertainment
FD VR - Virtual App Launcher,3.8,2109,11/30/2016,7400000,500000,3.6.1,4.4 and up,Libraries & Demo
Clock with seconds - DayDream Screensaver,3.9,39,2/23/2020,1800000,1000,1.4,5.0 and up,Personalization
projectM Music Visualizer,4.1,8285,05-05-2016,1000000,500000,Varies with device,Varies with device,Music & Audio
Lucid - DayDream Screensaver,3.9,2961,01-05-2020,1200000,100000,2.0.3,4.0 and up,Personalization
Matrix screensaver,4.1,333,09-08-2018,1500000,10000,1.5.3,4.2 and up,Personalization
Netflix VR,2,4830,4/24/2018,35000000,1000000,1.120.0,7.0 and up,Entertainment
Within VR - Cinematic Virtual Reality,4.5,8629,12-10-2019,78000000,1000000,5.6.824,4.4 and up,Entertainment
Daydream,3.5,4219,09-10-2019,35000000,5000000,1.23.190812026,7.0 and up,Tools
Vocabulary Builder,4.5,5933,9/18/2017,3000000,1000000,5.1.2,4.0.3 and up,Education
ABC Preschool Kids Spelling Tracing & Phonics game,4.4,169,06-07-2019,30000000,50000,1,2.2 and up,Education
Quantum,4.9,12853,12/23/2019,8700000,500000,2.6.0,5.0 and up,Education
GED Practice Test (2019),4.2,596,06-02-2019,8200000,50000,3.7,4.1 and up,Education
Brainzy | Education.com,3.2,83,3/23/2020,6700000,10000,1.13.44,5.0 and up,Education
Study.com - Online Courses,4.3,1393,10/23/2019,1000000,100000,1.15.87,4.4 and up,Education
"Pre School Learning English ABC, Number & Shapes",4.4,212,9/29/2019,39000000,50000,1.2,4.1 and up,Education
Kids Spelling 500 words,4.1,1056,3/18/2017,91000000,500000,1.0.3,4.0 and up,Education
Spelling Master for Kids Spelling Learning,4.3,2453,1/22/2020,6700000,1000000,3.4,4.4 and up,Education
HISTORY: Watch TV Show Full Episodes & Specials,4.3,45593,3/23/2020,21000000,5000000,3.2.9,4.4 and up,Entertainment
Lifetime - Watch Full Episodes & Original Movies,4.1,41951,3/23/2020,20000000,5000000,3.2.9,4.4 and up,Entertainment
"TopBuzz News: Breaking, Local, Entertaining & FREE",4.6,215089,3/26/2020,32000000,10000000,10.1.5.01,4.1 and up,News & Magazines
WWE,4.6,774609,03-09-2020,29000000,10000000,4.38.33,5.0 and up,Entertainment
Pluto TV - It’s Free TV,4.4,146799,3/26/2020,1000000,10000000,Varies with device,Varies with device,Entertainment
E!,3.9,1310,03-09-2020,23000000,100000,7.6.0,4.2 and up,Entertainment
USA Network,3.9,10761,03-09-2020,23000000,1000000,7.6.0,4.2 and up,Entertainment
Entertainment Coupons,4.4,4038,3/25/2020,13000000,500000,4.2.9,4.4 and up,Entertainment
YouTube TV - Watch & Record Live TV,3.7,79854,3/27/2020,1000000,5000000,Varies with device,Varies with device,Entertainment
"9GAG: Funny gifs, pics, fresh memes & viral videos",4.6,1632339,3/27/2020,15000000,10000000,6.78.01r21374-bbe3530860,5.0 and up,Entertainment
SYFY,4.2,5362,03-09-2020,23000000,1000000,7.6.0,4.2 and up,Entertainment
XUMO: Free Streaming TV Shows and Movies,4,2644,12/23/2019,12000000,500000,2.7.75,4.4 and up,Entertainment
AMC Theatres: Movies & More,4.6,122591,3/23/2020,93000000,1000000,6.21.22,5.0 and up,Entertainment
"Freeform – Stream Full Episodes, Movies, & Live TV",3.6,30904,2/28/2020,1000000,1000000,Varies with device,5.0 and up,Entertainment
HBO NOW: Stream TV & Movies,3.2,69960,3/19/2020,1000000,10000000,Varies with device,Varies with device,Entertainment
Crackle – Free TV & Movies,3.8,401895,12-03-2019,1000000,10000000,Varies with device,4.4 and up,Entertainment
The CW,4.5,353035,2/28/2020,1000000,10000000,Varies with device,Varies with device,Entertainment
Sling TV: Stop Paying Too Much For TV!,3.9,66780,3/16/2020,1000000,5000000,6.21.16,5.0 and up,Entertainment
The NBC App - Stream Live TV and Episodes for Free,4.2,104591,03-09-2020,24000000,10000000,7.6.0,4.2 and up,Entertainment
"Eros Now - Watch online movies, Music & Originals",3.6,112262,3/26/2020,34000000,10000000,4.3.12,4.4 and up,Entertainment
ABC – Live TV & Full Episodes,3.9,58890,1/29/2020,1000000,10000000,Varies with device,5.0 and up,Entertainment
"TopBuzz Lite: Breaking News, Funny Videos & More",4.5,8203,3/26/2020,32000000,500000,10.1.5.01,4.1 and up,News & Magazines
A&E - Watch Full Episodes of TV Shows,4.1,35081,3/23/2020,20000000,1000000,3.2.9,4.4 and up,Entertainment
FOX NOW: Watch Live & On Demand TV & Sports,3.6,78013,3/19/2020,1000000,10000000,Varies with device,Varies with device,Entertainment
TMZ,4.6,47027,02-07-2020,1000000,1000000,Varies with device,Varies with device,Entertainment
"Hulu: Stream TV shows, hit movies, series & more",4,397394,3/19/2020,9700000,50000000,3.70.0.308480,5.0 and up,Entertainment
GameStop,4.3,78014,02-12-2020,23000000,5000000,4.3.4,4.4 and up,Entertainment
"Redbox – Rent, Watch, Play",4.7,167771,3/24/2020,15000000,10000000,9.36.1,5.0 and up,Entertainment
Popcornflix™- Movies.TV.Free,3.1,12589,03-07-2020,21000000,1000000,4.51.1,4.2 and up,Entertainment
Nat Geo TV: Live & On Demand,3.8,4076,1/31/2020,1000000,500000,Varies with device,5.0 and up,Entertainment
BuzzVideo: Watch something great,4.7,143607,01-10-2020,32000000,10000000,10.1.3.03,4.1 and up,Entertainment
CBS - Full Episodes & Live TV,3.8,126469,3/19/2020,22000000,10000000,7.3.10,5.0 and up,Entertainment
EPIX NOW: Watch TV and Movies,4.1,2349,3/27/2020,1000000,1000000,Varies with device,Varies with device,Entertainment
Entertainment Home - Celebrity News & Gossip,4.5,50,3/13/2020,20000000,5000,2.7.10-enter,5.0 and up,Entertainment
Movies Anywhere,3.9,12948,3/19/2020,1000000,1000000,Varies with device,Varies with device,Entertainment
"FXNOW: Movies, Shows & Live TV",3.1,34194,1/31/2020,1000000,1000000,Varies with device,5.0 and up,Entertainment
"FREECABLE TV App: Free TV Shows, Episode, Movies",4.7,123984,3/27/2020,12000000,5000000,6.52,5.0 and up,News & Magazines
"AMC: Stream TV Shows, Full Episodes & Watch Movies",2.7,23497,3/26/2020,17000000,1000000,3.28.0,5.0 and up,Entertainment
VH1,3.9,29890,3/23/2020,1000000,1000000,Varies with device,5.0 and up,Entertainment
DISH Anywhere,3.9,102024,1/22/2020,1000000,10000000,Varies with device,Varies with device,Entertainment
WiFi Entertainment,2.4,314,9/13/2019,7900000,100000,2.9,4.3 and up,Entertainment
"Vudu - Rent, Buy or Watch Movies with No Fee!",4.5,80683,3/20/2020,1000000,10000000,Varies with device,5.0 and up,Entertainment
STIRR | The new free TV,3.2,746,01-07-2020,22000000,100000,7.1.12,4.2 and up,Entertainment
All Events in City - Discover Events On The GO,4.3,5116,12/27/2019,7300000,100000,10.1,4.1 and up,Events
Facebook Local,4.1,16084,3/24/2020,1000000,5000000,18.0.0.46.1099,4.1 and up,Social
"DICE: Tickets for Live Music, Clubs & Events",4.4,7707,3/24/2020,15000000,500000,3.40.0,5.0 and up,Music & Audio
Vivid Seats | Event Tickets,3.1,15368,3/26/2020,12000000,1000000,169,6.0 and up,Events
"Ticketmaster－Buy, Sell Tickets to Concerts, Sports",3.8,72370,3/27/2020,16000000,10000000,1.64.0,5.0 and up,Events
Insomniac Events,3.4,2804,03-09-2020,31000000,100000,1.5.0,5.0 and up,Entertainment
"Gametime - Tickets to Sports, Concerts, Theater",4.6,16926,3/27/2020,66000000,1000000,12.3.2,5.0 and up,Events
Simple Calendar - Easy Events & Reminders Manager,4.5,10959,3/22/2020,3100000,1000000,5.2.0,5.0 and up,Tools
"SeatGeek – Tickets to Sports, Concerts, Broadway",4.5,20676,2/27/2020,36000000,1000000,2020.02.27300,5.0 and up,Events
Fever - Discover. Book. Enjoy.,4.3,22730,3/27/2020,22000000,1000000,4.5.21,4.4 and up,Travel & Local
Eventbrite - Discover popular events & nearby fun,4.6,111267,3/20/2020,15000000,10000000,6.16.3,5.0 and up,Entertainment
Eventbrite Organizer,4.3,3049,3/25/2020,15000000,500000,9.0.2,5.0 and up,Business
StubHub - Live Event Tickets,4.4,68922,3/19/2020,13000000,5000000,25.2.2,5.0 and up,Events
Birthdays & Other Events Reminder,4.3,1388,03-11-2020,6400000,100000,1.93,4.0 and up,Events
Microsoft Events,4.2,1420,1/16/2020,29000000,100000,3,6.0 and up,Business
Goldstar - Buy Tickets,4.8,2931,3/19/2020,1000000,100000,Varies with device,Varies with device,Events
Whova - Event & Conference App,4.9,8735,3/27/2020,23000000,500000,6.8.3,5.0 and up,Business
Big Days - Events Countdown,4.5,50354,2/28/2020,22000000,1000000,1.8.1,4.4 and up,Lifestyle
Meetup: Find events near you,4.3,97671,3/27/2020,13000000,10000000,3.25.10,5.0 and up,Social
Events High - Meet Your City!,4.1,3685,2/28/2020,4600000,100000,4.0.6,4.1 and up,Events
Monefy - Money Manager,4.6,152815,2/23/2020,1000000,5000000,1.9.10,Varies with device,Finance
Emma Budgeting - Money & Subscription Manager,4.6,1841,3/26/2020,37000000,50000,1.17.4,5.0 and up,Finance
NYSE Live Stock Market,4.6,1724,3/27/2020,7100000,100000,1.33,4.1 and up,Finance
Mobills Budget and Bill Reminder,4.4,195109,3/16/2020,1000000,5000000,Varies with device,Varies with device,Finance
Financial Calculators,4.6,19791,1/21/2020,1000000,1000000,Varies with device,Varies with device,Finance
"Robinhood - Investment & Trading, Commission-free",2.7,125642,3/25/2020,1000000,5000000,Varies with device,Varies with device,Finance
"StockMarkets - investment news, quotes, watchlists",4.8,24219,12/20/2019,17000000,500000,4.1,5.0 and up,Finance
USA Live Stock Markets,4.5,201,3/29/2020,6700000,10000,1.5,4.1 and up,Finance
"Bills Reminder, Budget & Expense Manager App",4.8,17352,3/28/2020,6100000,500000,1.9.1,4.2 and up,Finance
Easy Home Finance,4.6,2725,01-03-2020,9700000,100000,6.1.2,4.1 and up,Finance
Bloomberg: Market & Financial News,4.3,68987,3/20/2020,13000000,10000000,5.17.1.2207057.0f2865aeb,5.0 and up,News & Magazines
Personal Capital,4.4,12662,3/21/2020,39000000,500000,9.3.0,4.4 and up,Finance
MarketWatch,4.6,11954,3/27/2020,14000000,500000,6.0.3,4.4 and up,Finance
OneMain Financial - Personal Loans,3.9,1045,02-12-2020,5000000,100000,7.25.0,6.0 and up,Finance
Toshl Finance - Personal Budget & Expense Tracker,4.6,28552,01-08-2020,15000000,1000000,3.4.1,4.0.3 and up,Finance
Security Finance℠,3,516,2/25/2020,40000000,100000,4.3,4.4 and up,Finance
Albert: Save and Spend Smarter,3.9,4900,3/24/2020,29000000,500000,2.1.5,5.1 and up,Finance
Invstr: Play. Learn. Invest.,4.3,1091,3/25/2020,11000000,100000,3.9.2,5.0 and up,Finance
MSN Money- Stock Quotes & News,4.3,98318,07-05-2019,22000000,1000000,1.2.1,4.2 and up,Finance
"Prism Pay Bills, Money Tracker, Personal Finance",4.3,20918,2/24/2020,50000000,1000000,2.12.275,4.1 and up,Finance
EveryDollar: Budget Tool and Expense Tracker,4.3,6366,3/18/2020,14000000,1000000,Varies with device,Varies with device,Finance
Spendee - Budget and Expense Tracker & Planner,4.1,27775,3/26/2020,11000000,1000000,4.3.3,5.0 and up,Finance
Monthly Budget Planner & Daily Expense Tracker,4.7,20983,3/14/2020,5500000,1000000,6.4.2,4.1 and up,Finance
Seeking Alpha: Stock Market News & Analysis,4.7,34305,02-07-2020,14000000,1000000,4.29.3,4.4 and up,Finance
Clarity Money - Manage Your Budget,4,4603,03-10-2020,40000000,500000,1.14.4,5.0 and up,Finance
"Wallet - Money, Budget, Finance & Expense Tracker",4.6,140844,3/16/2020,29000000,1000000,7.5.61,4.4 and up,Finance
Stock Market Tracker,4.7,6313,3/26/2020,5100000,100000,1.6.4,4.1 and up,Finance
Money Pro - Personal Finance & Expense Tracker,4.2,4484,3/18/2020,49000000,100000,2.3.7,4.1 and up,Finance
Money Manager Expense & Budget,4.7,222839,3/16/2020,16000000,5000000,4.3.12 FO,4.1 and up,Finance
"Money Manager: Expense Tracker, Free Budgeting App",4.5,149670,10-01-2018,4900000,1000000,1.2.6,4.1 and up,Finance
"Investing.com: Stocks, Finance, Markets & News",4.5,269987,3/22/2020,38000000,10000000,5.8,4.4 and up,Finance
Yahoo Finance,4.2,164241,3/20/2020,20000000,10000000,9.2.6,Varies with device,Finance
"Truebill Budget Planner, Bill Tracker and Reminder",4.4,4435,3/20/2020,30000000,500000,4.0.6,4.4 and up,Finance
"YNAB — Budget, Personal Finance",4.1,5810,3/19/2020,6900000,1000000,6.11.3,6.0 and up,Finance
My Stocks Portfolio & Widget,4.8,22652,3/27/2020,11000000,500000,2.572,4.4 and up,Finance
Expense IQ Money Manager,4,22456,10-04-2019,27000000,1000000,2.1.1,4.0 and up,Finance
"Mint: Budget, Bills, & Finance Tracker",4.5,167084,3/24/2020,60000000,10000000,6.21.0,5.0 and up,Finance
"PocketGuard: Personal Finance, Money & Budget",4,1274,3/27/2020,8200000,50000,3.25,6.0 and up,Finance
M1 Finance: Smart Money Management,4.4,5857,3/26/2020,12000000,100000,2020.3.2,5.0 and up,Finance
"NerdWallet: Credit Score, Budgeting & Finance",4.6,7123,3/27/2020,37000000,500000,5.8.0,5.0 and up,Finance
Money Lover: Expense Manager & Budget Tracker,4.6,165580,3/28/2020,23000000,5000000,4.0.10.2020030908,5.0 and up,Finance
CNBC: Breaking Business News & Live Market Data,4.5,32448,3/27/2020,29000000,1000000,3.8.1,5.0 and up,Finance
MoneyLion: Mobile Banking,3.8,31213,3/25/2020,39000000,1000000,6.15.0,4.1 and up,Finance
Finance Manager,4.6,30569,01-11-2020,11000000,1000000,2.15.5,4.1 and up,Finance
